,track_id,cluster,peak_pos,artist,track
391,DHLFrank Ocean,46,98.0,Frank Ocean,DHL
392,Lose You To Love MeSelena Gomez,97,15.0,Selena Gomez,Lose You To Love Me
393,Act UpCity Girls,119,77.0,City Girls,Act Up
395,Love You Too LateCole Swindell,48,94.0,Cole Swindell,Love You Too Late
396,Ballin'Mustard Featuring Roddy Ricch,116,94.0,Mustard Featuring Roddy Ricch,Ballin'
397,It's Beginning To Look A Lot Like ChristmasPerry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,58,50.0,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas
399,The BoxRoddy Ricch,79,47.0,Roddy Ricch,The Box
400,Here With MeMarshmello Featuring CHVRCHES,58,75.0,Marshmello Featuring CHVRCHES,Here With Me
402,Shotta FlowNLE Choppa,73,96.0,NLE Choppa,Shotta Flow
404,BEST ON EARTHRuss & BIA,40,100.0,Russ & BIA,BEST ON EARTH
405,Slow Dancing In The DarkJoji,35,100.0,Joji,Slow Dancing In The Dark
407,Big Ole FreakMegan Thee Stallion,87,99.0,Megan Thee Stallion,Big Ole Freak
409,BezerkBig Sean Featuring A$AP Ferg & Hit-Boy,10,89.0,Big Sean Featuring A$AP Ferg & Hit-Boy,Bezerk
410,Even Though I'm LeavingLuke Combs,112,92.0,Luke Combs,Even Though I'm Leaving
412,"Hey Look Ma, I Made ItPanic! At The Disco",107,96.0,Panic! At The Disco,"Hey Look Ma, I Made It"
414,HomicideLogic Featuring Eminem,11,71.0,Logic Featuring Eminem,Homicide
416,Higher LoveKygo X Whitney Houston,1,93.0,Kygo X Whitney Houston,Higher Love
417,My TypeSaweetie,43,81.0,Saweetie,My Type
418,If I Can't Have YouShawn Mendes,82,2.0,Shawn Mendes,If I Can't Have You
420,"You StayDJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",8,96.0,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",You Stay
422,Sunflower (Spider-Man: Into The Spider-Verse)Post Malone & Swae Lee,1,9.0,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse)
424,"Leave Em AloneLayton Greene, Lil Baby, City Girls & PnB Rock",1,91.0,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone
425,Death By A Thousand CutsTaylor Swift,15,67.0,Taylor Swift,Death By A Thousand Cuts
426,DaddyBlueface & Rich The Kid,10,89.0,Blueface & Rich The Kid,Daddy
427,The SearchNF,108,86.0,NF,The Search
429,Love SomeoneBrett Eldredge,26,93.0,Brett Eldredge,Love Someone
431,Show YourselfIdina Menzel & Evan Rachel Wood,115,99.0,Idina Menzel & Evan Rachel Wood,Show Yourself
432,Over ItSummer Walker,65,80.0,Summer Walker,Over It
433,Chicken Noodle Soupj-hope Featuring Becky G.,92,81.0,j-hope Featuring Becky G.,Chicken Noodle Soup
434,Girls Need LoveSummer Walker X Drake,1,87.0,Summer Walker X Drake,Girls Need Love
436,Sweet But PsychoAva Max,49,87.0,Ava Max,Sweet But Psycho
438,SpiritBeyonce,53,98.0,Beyonce,Spirit
439,RoxanneArizona Zervas,78,34.0,Arizona Zervas,Roxanne
440,For My DaughterKane Brown,45,90.0,Kane Brown,For My Daughter
441,"Down BadDreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",107,75.0,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",Down Bad
442,I'll Kill YouSummer Walker Featuring Jhene Aiko,3,61.0,Summer Walker Featuring Jhene Aiko,I'll Kill You
443,God Only Knowsfor KING & COUNTRY,19,94.0,for KING & COUNTRY,God Only Knows
444,"Go LokoYG, Tyga & Jon Z",94,71.0,"YG, Tyga & Jon Z",Go Loko
446,Pop OutPolo G Featuring Lil Tjay,31,95.0,Polo G Featuring Lil Tjay,Pop Out
448,Raised On CountryChris Young,73,97.0,Chris Young,Raised On Country
450,All The Good Girls Go To HellBillie Eilish,107,89.0,Billie Eilish,All The Good Girls Go To Hell
452,SpeechlessDan + Shay,87,95.0,Dan + Shay,Speechless
454,None Of Your ConcernJhene Aiko Featuring Big Sean,115,55.0,Jhene Aiko Featuring Big Sean,None Of Your Concern
455,Eyes On YouChase Rice,116,84.0,Chase Rice,Eyes On You
457,Money In The GraveDrake Featuring Rick Ross,97,7.0,Drake Featuring Rick Ross,Money In The Grave
458,AntisocialEd Sheeran & Travis Scott,40,37.0,Ed Sheeran & Travis Scott,Antisocial
459,Everything We NeedKanye West Featuring Ty Dolla $ign & Ant Clemons,6,33.0,Kanye West Featuring Ty Dolla $ign & Ant Clemons,Everything We Need
460,It's Nice To Have A FriendTaylor Swift,1,92.0,Taylor Swift,It's Nice To Have A Friend
461,Use This GospelKanye West Featuring Clipse & Kenny G,87,37.0,Kanye West Featuring Clipse & Kenny G,Use This Gospel
462,Happy Holiday / The Holiday SeasonAndy Williams,58,47.0,Andy Williams,Happy Holiday / The Holiday Season
463,All DatMoneybagg Yo X Megan Thee Stallon,1,70.0,Moneybagg Yo X Megan Thee Stallon,All Dat
464,Baila Baila BailaOzuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,1,69.0,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila
466,"Mood 4 EvaBeyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",91,90.0,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",Mood 4 Eva
467,DaylightTaylor Swift,2,89.0,Taylor Swift,Daylight
468,CirclesPost Malone,87,7.0,Post Malone,Circles
469,iPHONEDaBaby & Nicki Minaj,24,43.0,DaBaby & Nicki Minaj,iPHONE
470,On The RoadPost Malone Featuring Meek Mill & Lil Baby,0,22.0,Post Malone Featuring Meek Mill & Lil Baby,On The Road
471,Ocean EyesBillie Eilish,93,99.0,Billie Eilish,Ocean Eyes
473,RodeoLil Nas X & Cardi B,119,22.0,Lil Nas X & Cardi B,Rodeo
474,Slide AwayMiley Cyrus,44,47.0,Miley Cyrus,Slide Away
475,Behind BarzDrake,78,75.0,Drake,Behind Barz
476,HotYoung Thug Featuring Gunna,103,26.0,Young Thug Featuring Gunna,Hot
477,Out The MudLil Baby Featuring Future,58,72.0,Lil Baby Featuring Future,Out The Mud
478,I Think He KnowsTaylor Swift,21,51.0,Taylor Swift,I Think He Knows
479,RobberyJuice WRLD,28,49.0,Juice WRLD,Robbery
481,Dreams Money Can BuyDrake,37,68.0,Drake,Dreams Money Can Buy
482,Show Me LoveAlicia Keys Featuring Miguel,79,90.0,Alicia Keys Featuring Miguel,Show Me Love
483,Every Little ThingRussell Dickerson,82,99.0,Russell Dickerson,Every Little Thing
484,Remember You YoungThomas Rhett,116,100.0,Thomas Rhett,Remember You Young
485,DeathTrippie Redd Featuring DaBaby,71,97.0,Trippie Redd Featuring DaBaby,Death
486,"1, 2 ManyLuke Combs & Brooks & Dunn",116,97.0,Luke Combs & Brooks & Dunn,"1, 2 Many"
487,EcstasyYoung Thug Featuring Machine Gun Kelly,3,92.0,Young Thug Featuring Machine Gun Kelly,Ecstasy
488,Envy MeCalboy,6,91.0,Calboy,Envy Me
490,Old Town RoadLil Nas X Featuring Billy Ray Cyrus,58,83.0,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road
492,The TakeTory Lanez Featuring Chris Brown,81,66.0,Tory Lanez Featuring Chris Brown,The Take
493,On GodKanye West,18,23.0,Kanye West,On God
494,ReplyA Boogie Wit da Hoodie Featuring Lil Uzi Vert,83,49.0,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,Reply
495,How About NowDrake,1,60.0,Drake,How About Now
496,Tip ToeRoddy Ricch Featuring A Boogie Wit da Hoodie,49,83.0,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe
497,ThrillerMichael Jackson,9,45.0,Michael Jackson,Thriller
499,ShotsLil Tecca,104,84.0,Lil Tecca,Shots
500,Leave Me AloneNF,32,85.0,NF,Leave Me Alone
501,VeteBad Bunny,24,33.0,Bad Bunny,Vete
502,Cruel SummerTaylor Swift,3,29.0,Taylor Swift,Cruel Summer
503,Come ThruSummer Walker & Usher,116,42.0,Summer Walker & Usher,Come Thru
504,I'm Gonna BePost Malone,93,33.0,Post Malone,I'm Gonna Be
505,CalmaPedro Capo X Farruko,1,92.0,Pedro Capo X Farruko,Calma
507,CherryHarry Styles,63,84.0,Harry Styles,Cherry
508,SuckerJonas Brothers,116,1.0,Jonas Brothers,Sucker
509,SugeDaBaby,78,87.0,DaBaby,Suge
511,Playing GamesSummer Walker,36,99.0,Summer Walker,Playing Games
512,CoolJonas Brothers,31,27.0,Jonas Brothers,Cool
514,MemoriesMaroon 5,82,22.0,Maroon 5,Memories
515,ApplauseLady Gaga,26,6.0,Lady Gaga,Applause
516,Story Of My LifeOne Direction,11,6.0,One Direction,Story Of My Life
517,"Bang BangJessie J, Ariana Grande & Nicki Minaj",15,6.0,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang
518,Summer SixteenDrake,48,6.0,Drake,Summer Sixteen
519,Castle On The HillEd Sheeran,115,6.0,Ed Sheeran,Castle On The Hill
520,ATMJ. Cole,85,6.0,J. Cole,ATM
521,All By MyselfCeline Dion,74,7.0,Celine Dion,All By Myself
522,Barbie GirlAqua,15,94.0,Aqua,Barbie Girl
523,"Sorry, Blame It On MeAkon",2,7.0,Akon,"Sorry, Blame It On Me"
524,Blah Blah BlahKe$ha Featuring 3OH!3,1,7.0,Ke$ha Featuring 3OH!3,Blah Blah Blah
525,Strange CloudsB.o.B Featuring Lil Wayne,112,7.0,B.o.B Featuring Lil Wayne,Strange Clouds
526,Begin AgainTaylor Swift,55,68.0,Taylor Swift,Begin Again
527,Rap GodEminem,117,7.0,Eminem,Rap God
528,Deja VuJ. Cole,23,7.0,J. Cole,Deja Vu
529,ParisThe Chainsmokers,81,7.0,The Chainsmokers,Paris
530,Diplomatic ImmunityDrake,114,7.0,Drake,Diplomatic Immunity
531,Pray For MeThe Weeknd & Kendrick Lamar,26,7.0,The Weeknd & Kendrick Lamar,Pray For Me
532,Better NowPost Malone,19,7.0,Post Malone,Better Now
533,Sunny Came HomeShawn Colvin,23,8.0,Shawn Colvin,Sunny Came Home
534,Speed Of SoundColdplay,30,8.0,Coldplay,Speed Of Sound
535,Can't Be TamedMiley Cyrus,107,8.0,Miley Cyrus,Can't Be Tamed
536,Speak NowTaylor Swift,28,8.0,Taylor Swift,Speak Now
537,Teenage DreamGlee Cast,112,8.0,Glee Cast,Teenage Dream
538,SkyfallAdele,30,83.0,Adele,Skyfall
539,SugarMaroon 5,92,8.0,Maroon 5,Sugar
540,Piece By PieceKelly Clarkson,26,8.0,Kelly Clarkson,Piece By Piece
541,PassionfruitDrake,94,8.0,Drake,Passionfruit
542,StargazingTravis Scott,91,8.0,Travis Scott,Stargazing
543,Boy With LuvBTS Featuring Halsey,19,8.0,BTS Featuring Halsey,Boy With Luv
544,Change The WorldEric Clapton,92,9.0,Eric Clapton,Change The World
545,So WhatP!nk,87,9.0,P!nk,So What
546,Bad RomanceLady Gaga,2,50.0,Lady Gaga,Bad Romance
547,6 Foot 7 FootLil Wayne Featuring Cory Gunz,108,9.0,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot
548,Take CareDrake Featuring Rihanna,53,9.0,Drake Featuring Rihanna,Take Care
549,StarshipsNicki Minaj,26,9.0,Nicki Minaj,Starships
550,CloserThe Chainsmokers Featuring Halsey,69,9.0,The Chainsmokers Featuring Halsey,Closer
551,PortlandDrake Featuring Quavo & Travis Scott,92,9.0,Drake Featuring Quavo & Travis Scott,Portland
552,Say SomethingJustin Timberlake Featuring Chris Stapleton,53,9.0,Justin Timberlake Featuring Chris Stapleton,Say Something
553,Don't Matter To MeDrake Featuring Michael Jackson,1,9.0,Drake Featuring Michael Jackson,Don't Matter To Me
554,DiscothequeU2,106,10.0,U2,Discotheque
555,Come With MePuff Daddy Featuring Jimmy Page,1,10.0,Puff Daddy Featuring Jimmy Page,Come With Me
556,ChangeTaylor Swift,103,10.0,Taylor Swift,Change
557,SkyscraperDemi Lovato,81,10.0,Demi Lovato,Skyscraper
558,PerfectOne Direction,19,10.0,One Direction,Perfect
559,Dangerous WomanAriana Grande,44,10.0,Ariana Grande,Dangerous Woman
560,Real LoveThe Beatles,44,11.0,The Beatles,Real Love
561,A Little Bit LongerJonas Brothers,48,11.0,Jonas Brothers,A Little Bit Longer
562,Rumour Has It / Someone Like YouGlee Cast,35,11.0,Glee Cast,Rumour Has It / Someone Like You
563,So GoodB.o.B,87,11.0,B.o.B,So Good
564,DianaOne Direction,83,11.0,One Direction,Diana
565,DirtFlorida Georgia Line,19,11.0,Florida Georgia Line,Dirt
566,SorryBeyonce,44,11.0,Beyonce,Sorry
567,RiseKaty Perry,48,11.0,Katy Perry,Rise
568,ParanoidPost Malone,81,11.0,Post Malone,Paranoid
569,All MineKanye West,36,11.0,Kanye West,All Mine
570,Diggin' On YouTLC,37,12.0,TLC,Diggin' On You
571,Somewhere Over The RainbowKatharine McPhee,35,12.0,Katharine McPhee,Somewhere Over The Rainbow
572,Ring The AlarmBeyonce,48,81.0,Beyonce,Ring The Alarm
573,AirplanesB.o.B Featuring Hayley Williams,116,12.0,B.o.B Featuring Hayley Williams,Airplanes
574,RunawayKanye West Featuring Pusha T,38,12.0,Kanye West Featuring Pusha T,Runaway
575,Take A Little RideJason Aldean,49,12.0,Jason Aldean,Take A Little Ride
576,Scream & Shoutwill.i.am & Britney Spears,95,12.0,will.i.am & Britney Spears,Scream & Shout
577,Burnin' It DownJason Aldean,0,12.0,Jason Aldean,Burnin' It Down
578,Bitter Sweet SymphonyThe Verve,9,13.0,The Verve,Bitter Sweet Symphony
579,Sex And CandyMarcy Playground,21,13.0,Marcy Playground,Sex And Candy
580,Come And Get With MeKeith Sweat Featuring Snoop Dogg,2,13.0,Keith Sweat Featuring Snoop Dogg,Come And Get With Me
581,OursTaylor Swift,55,13.0,Taylor Swift,Ours
582,Die YoungKe$ha,1,13.0,Ke$ha,Die Young
583,State Of GraceTaylor Swift,2,13.0,Taylor Swift,State Of Grace
584,Do What U WantLady Gaga Featuring R. Kelly,85,13.0,Lady Gaga Featuring R. Kelly,Do What U Want
585,Steal My GirlOne Direction,86,13.0,One Direction,Steal My Girl
586,Apes**tThe Carters,1,13.0,The Carters,Apes**t
587,Rap DevilMachine Gun Kelly,30,13.0,Machine Gun Kelly,Rap Devil
588,That's The Way Love GoesJanet Jackson,23,14.0,Janet Jackson,That's The Way Love Goes
589,The First NightMonica,92,14.0,Monica,The First Night
590,Save TonightEagle-Eye Cherry,55,14.0,Eagle-Eye Cherry,Save Tonight
591,All For YouJanet,91,14.0,Janet,All For You
592,Push It To The LimitCorbin Bleu,15,14.0,Corbin Bleu,Push It To The Limit
593,Bartier CardiCardi B Featuring 21 Savage,45,14.0,Cardi B Featuring 21 Savage,Bartier Cardi
594,PhotographJ. Cole,0,14.0,J. Cole,Photograph
595,Rich & SadPost Malone,97,14.0,Post Malone,Rich & Sad
596,DedicateLil Wayne,82,14.0,Lil Wayne,Dedicate
597,Rescue MeMadonna,34,15.0,Madonna,Rescue Me
598,AgainJanet Jackson,62,15.0,Janet Jackson,Again
599,All My LifeK-Ci & JoJo,34,15.0,K-Ci & JoJo,All My Life
600,SingEd Sheeran,92,15.0,Ed Sheeran,Sing
601,Break FreeAriana Grande Featuring Zedd,10,15.0,Ariana Grande Featuring Zedd,Break Free
602,"All DayKanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",74,15.0,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day
603,Perfect IllusionLady Gaga,116,78.0,Lady Gaga,Perfect Illusion
604,Spoil My NightPost Malone Featuring Swae Lee,79,15.0,Post Malone Featuring Swae Lee,Spoil My Night
605,One Summer NightThe Danleers,84,16.0,The Danleers,One Summer Night
606,Pushin' Me AwayJonas Brothers,83,16.0,Jonas Brothers,Pushin' Me Away
607,"Stranded (Haiti Mon Amour)Jay-Z, Bono, The Edge & Rihanna",1,16.0,"Jay-Z, Bono, The Edge & Rihanna",Stranded (Haiti Mon Amour)
608,ParadiseColdplay,53,48.0,Coldplay,Paradise
609,RonanTaylor Swift,100,16.0,Taylor Swift,Ronan
610,DiamondsRihanna,112,16.0,Rihanna,Diamonds
611,That's My Kind Of NightLuke Bryan,82,16.0,Luke Bryan,That's My Kind Of Night
612,Say SomethingA Great Big World & Christina Aguilera,19,16.0,A Great Big World & Christina Aguilera,Say Something
613,Amnesia5 Seconds Of Summer,55,16.0,5 Seconds Of Summer,Amnesia
614,Pop StyleDrake Featuring The Throne,87,16.0,Drake Featuring The Throne,Pop Style
615,2UDavid Guetta Featuring Justin Bieber,79,16.0,David Guetta Featuring Justin Bieber,2U
616,Be CarefulCardi B,26,16.0,Cardi B,Be Careful
617,Ball For MePost Malone Featuring Nicki Minaj,97,16.0,Post Malone Featuring Nicki Minaj,Ball For Me
618,BAD!XXXTENTACION,76,97.0,XXXTENTACION,BAD!
619,"Don't Cry For Me Argentina (From ""Evita"")Madonna",101,17.0,Madonna,"Don't Cry For Me Argentina (From ""Evita"")"
620,Semi-Charmed LifeThird Eye Blind,1,17.0,Third Eye Blind,Semi-Charmed Life
621,...Baby One More TimeBritney Spears,26,17.0,Britney Spears,...Baby One More Time
622,Thank UAlanis Morissette,63,17.0,Alanis Morissette,Thank U
623,The Day The World Went AwayNine Inch Nails,8,17.0,Nine Inch Nails,The Day The World Went Away
624,Sloop John BThe Beach Boys,3,68.0,The Beach Boys,Sloop John B
625,BernadetteFour Tops,83,65.0,Four Tops,Bernadette
626,Born Too LatePoni-Tails,18,26.0,Poni-Tails,Born Too Late
627,Please Forgive MeBryan Adams,9,65.0,Bryan Adams,Please Forgive Me
628,A Rockin' Good Way (To Mess Around And Fall In Love)Dinah Washington & Brook Benton,76,61.0,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love)
629,Only Wanna Be With YouHootie & The Blowfish,19,30.0,Hootie & The Blowfish,Only Wanna Be With You
630,Tea For Two Cha ChaThe Tommy Dorsey Orchestra,1,74.0,The Tommy Dorsey Orchestra,Tea For Two Cha Cha
631,Pretty Blue EyesSteve Lawrence,42,80.0,Steve Lawrence,Pretty Blue Eyes
632,A Place In The SunStevie Wonder,21,83.0,Stevie Wonder,A Place In The Sun
633,Color Him FatherThe Winstons,82,80.0,The Winstons,Color Him Father
634,Back Off BoogalooRingo Starr,48,88.0,Ringo Starr,Back Off Boogaloo
635,SuperflyCurtis Mayfield,44,83.0,Curtis Mayfield,Superfly
636,Crumblin' DownJohn Cougar Mellencamp,87,42.0,John Cougar Mellencamp,Crumblin' Down
637,2 Legit 2 QuitM.C. Hammer,1,61.0,M.C. Hammer,2 Legit 2 Quit
638,Do You Know (What It Takes)Robyn,81,36.0,Robyn,Do You Know (What It Takes)
639,Overnight CelebrityTwista,44,60.0,Twista,Overnight Celebrity
640,"Corinna, CorinnaRay Peterson",40,96.0,Ray Peterson,"Corinna, Corinna"
641,"Release MeEsther Phillips ""Little Esther""",15,94.0,"Esther Phillips ""Little Esther""",Release Me
642,Don't Let The Rain Come Down (Crooked Little Man)The Serendipity Singers,31,90.0,The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man)
643,Taste Of HoneyHerb Alpert & The Tijuana Brass,78,89.0,Herb Alpert & The Tijuana Brass,Taste Of Honey
644,Rainy Night In Georgia/Rubberneckin'Brook Benton,1,100.0,Brook Benton,Rainy Night In Georgia/Rubberneckin'
645,CherishDavid Cassidy,86,87.0,David Cassidy,Cherish
646,Rock And Roll MusicThe Beach Boys,10,75.0,The Beach Boys,Rock And Roll Music
647,Slow HandThe Pointer Sisters,44,83.0,The Pointer Sisters,Slow Hand
648,Don't Stop Believin'Journey,80,56.0,Journey,Don't Stop Believin'
649,Penny LoverLionel Richie,112,54.0,Lionel Richie,Penny Lover
650,Pop LifePrince And The Revolution,112,46.0,Prince And The Revolution,Pop Life
651,Take Me HomePhil Collins,57,73.0,Phil Collins,Take Me Home
652,Shape Of My HeartBackstreet Boys,19,39.0,Backstreet Boys,Shape Of My Heart
653,Rock Wit U (Awww Baby)Ashanti,35,56.0,Ashanti,Rock Wit U (Awww Baby)
654,Don't MindKent Jones,15,63.0,Kent Jones,Don't Mind
655,P.T. 109Jimmy Dean,1,90.0,Jimmy Dean,P.T. 109
656,Talk Back Trembling LipsJohnny Tillotson,119,91.0,Johnny Tillotson,Talk Back Trembling Lips
657,Shoo-Be-Doo-Be-Doo-Da-DayStevie Wonder,1,74.0,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day
658,Don't StopFleetwood Mac,24,72.0,Fleetwood Mac,Don't Stop
659,ShipsBarry Manilow,108,57.0,Barry Manilow,Ships
660,One On OneDaryl Hall John Oates,63,51.0,Daryl Hall John Oates,One On One
661,Stand BackStevie Nicks,94,60.0,Stevie Nicks,Stand Back
662,AngelMadonna,92,48.0,Madonna,Angel
663,Suicide BlondeINXS,44,62.0,INXS,Suicide Blonde
664,Breathe AgainToni Braxton,46,53.0,Toni Braxton,Breathe Again
665,"Can You Feel The Love Tonight (From ""The Lion King"")Elton John",28,86.0,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")"
666,Come On Over Baby (All I Want Is You)Christina Aguilera,48,57.0,Christina Aguilera,Come On Over Baby (All I Want Is You)
667,AddictiveTruth Hurts Featuring Rakim,1,71.0,Truth Hurts Featuring Rakim,Addictive
668,All Falls DownKanye West Featuring Syleena Johnson,45,75.0,Kanye West Featuring Syleena Johnson,All Falls Down
669,PipelineChantay's,105,93.0,Chantay's,Pipeline
670,Cool JerkThe Capitols,31,86.0,The Capitols,Cool Jerk
671,DominoVan Morrison,82,85.0,Van Morrison,Domino
672,Rich GirlDaryl Hall John Oates,72,81.0,Daryl Hall John Oates,Rich Girl
673,Stray Cat StrutStray Cats,15,43.0,Stray Cats,Stray Cat Strut
674,(she's) Sexy + 17Stray Cats,79,51.0,Stray Cats,(she's) Sexy + 17
675,Summer Of '69Bryan Adams,85,55.0,Bryan Adams,Summer Of '69
676,Small TownJohn Mellencamp,81,51.0,John Mellencamp,Small Town
677,Pink CadillacNatalie Cole,46,67.0,Natalie Cole,Pink Cadillac
678,Armageddon ItDef Leppard,61,65.0,Def Leppard,Armageddon It
679,Oops!...I Did It AgainBritney Spears,1,67.0,Britney Spears,Oops!...I Did It Again
680,AngelShaggy Featuring Rayvon,92,81.0,Shaggy Featuring Rayvon,Angel
681,Be Good To YourselfJourney,44,51.0,Journey,Be Good To Yourself
682,Cat's In The CradleUgly Kid Joe,28,79.0,Ugly Kid Joe,Cat's In The Cradle
683,Dear Mama/Old School2Pac,1,31.0,2Pac,Dear Mama/Old School
684,Paper In FireJohn Mellencamp,19,62.0,John Mellencamp,Paper In Fire
685,Ain't 2 Proud 2 BegTLC,101,98.0,TLC,Ain't 2 Proud 2 Beg
686,She Will Be LovedMaroon 5,63,50.0,Maroon 5,She Will Be Loved
687,Because Of YouKelly Clarkson,0,99.0,Kelly Clarkson,Because Of You
688,Blue AngelRoy Orbison,73,96.0,Roy Orbison,Blue Angel
689,Bad TimeGrand Funk,73,69.0,Grand Funk,Bad Time
690,SaraStarship,68,65.0,Starship,Sara
691,"After All (Love Theme From ""Chances Are"")Cher & Peter Cetera",69,59.0,Cher & Peter Cetera,"After All (Love Theme From ""Chances Are"")"
692,Better Be Good To MeTina Turner,74,63.0,Tina Turner,Better Be Good To Me
693,Black BeatlesRae Sremmurd Featuring Gucci Mane,68,96.0,Rae Sremmurd Featuring Gucci Mane,Black Beatles
694,Outa-SpaceBilly Preston,1,90.0,Billy Preston,Outa-Space
695,Bus StopThe Hollies,21,98.0,The Hollies,Bus Stop
696,Rhythm Of The NightDebarge,86,65.0,Debarge,Rhythm Of The Night
697,Come To MeDiddy Featuring Nicole Scherzinger,53,93.0,Diddy Featuring Nicole Scherzinger,Come To Me
698,Stand By MeBen E. King,3,95.0,Ben E. King,Stand By Me
699,Don't Bring Me DownElectric Light Orchestra,69,41.0,Electric Light Orchestra,Don't Bring Me Down
700,Swingin' SchoolBobby Rydell,84,71.0,Bobby Rydell,Swingin' School
701,Teen Age IdolRick Nelson,1,76.0,Rick Nelson,Teen Age Idol
